"Fiber_name","PC1_greater","psig"
"f1",-0.017228162084525,0
"f2",0.0474942663217023,0
"f3",-0.0158696101785813,0
"f4",0.0547000114675499,0
"f5",0.0770366871160292,0
"f6",0.00267207877620757,0
"f7",0.109820979642821,0
"f8",-0.00206967521628819,0
"f9",0.016432077065181,0
"f10",-0.00476425696163318,0
"f11",-0.00361609385522135,0
"f12",-0.0149237901107595,0
"f13",0.0259528997679961,0
"f14",-0.0334730645895683,0
"f15",-0.00299337090144784,0
"f16",0.0179243899349338,0
"f17",-0.00489085951601635,0
"f18",-0.00934434281488108,0
"f19",-0.000363950379590607,0
"f20",0.025265892948144,0
"f21",0.00845816373919411,0
"f22",0.0409594602721984,0
"f23",0.0123858326549588,0
"f24",-0.0130224571883159,0
"f25",-0.00340362534174816,0
"f26",0.00412059592771095,0
"f27",-0.0582377122036799,0
"f28",0.0189660835597399,0
"f29",-0.0182851778623443,0
"f30",-0.0177013077979308,0
"f31",-0.0192483942093101,0
"f32",-0.025146283900508,0
"f33",-0.077483352390868,0
"f34",-0.0167956355908299,0
"f35",0.0526719223783184,0
"f36",-0.0190468129046961,0
"f37",0.0152500136403225,0
"f38",-0.0477183883370916,0
"f39",0.00409844987646566,0
"f40",-0.0313002588904352,0
"f41",0.0138997640536316,0
"f42",0.0143840490530924,0
"f43",-0.00388571678065946,0
"f44",-0.0133612313874017,0
"f45",-0.0107476662360975,0
"f46",-0.0161438460185784,0
"f47",0.0160935909083857,0
"f48",-0.0309343110391964,0
"f49",0.0135864277245003,0
"f50",0.000294978050375675,0
"f51",-0.0577003074842773,1
"f52",-0.00330392989626287,0
"f53",-0.0241614899702287,0
"f54",-0.0526583240904453,0
"f55",-0.0139627999322405,0
"f56",-0.0111017083911635,0
"f57",0.0229617160313282,0
"f58",0.0831128592985117,0
"f59",-0.00016047225643732,0
"f60",0.0415650507742905,0
"f61",0.0723968948024069,0
"f62",0.0459548965312672,0
"f63",0.0420062292794673,0
"f64",0.0100209105674029,0
"f65",0.0391812381764219,0
"f66",0.0637367564847918,0
"f67",-0.00584885723163903,0
"f68",0.0357972380034265,0
"f69",0.0513809255592867,0
"f70",0.0429711211709068,0
"f71",0.0338487403342267,0
"f72",0.0433367057131835,0
"f73",-0.0142236488325822,0
"f74",0.0230130601270024,0
"f75",0.0505853108262219,0
"f76",-0.0261985346999267,0
"f77",0.0753728438828206,0
"f78",-0.0211511138012788,0
"f79",0.061610368057952,0
"f80",0.0503090172252409,0
"f81",0.0149049790020993,0
"f82",-0.00388938917730833,0
"f83",0.0110528915921696,0
"f84",0.024179358714062,0
"f85",0.0413892889201408,0
"f86",0.0125767840374818,0
"f87",0.0773954148379427,0
"f88",0.0396993771140261,0
"f89",0.0733648023758985,0
"f90",0.061076991628998,0
"f91",0.00624301741181298,0
"f92",0.0221293333498268,0
"f93",0.0186659114880449,0
"f94",0.0048198366159758,0
"f95",0.0567319163093967,0
"f96",-0.0246285433353554,0
"f97",0.0268927807939024,0
"f98",-0.010464388738834,0
"f99",0.0293412769670122,0
"f100",0.00870170930090729,0
"f101",0.0818242738791648,0
"f102",-0.00132327099518653,0
"f103",0.0111414471061336,0
"f104",0.002995304330758,0
"f105",0.0513586898329861,0
"f106",0.0864097356063041,0
"f107",-0.00200154577790865,0
"f108",-0.046074755165444,0
"f109",0.0756660496511218,0
"f110",0.0205909058638063,0
"f111",0.0144020478366585,0
"f112",0.0156476073925129,0
"f113",0.0199377641962225,0
"f114",0.00770471253929085,0
"f115",0.0321832973543061,0
"f116",0.0423764750925834,0
"f117",0.0170244482786482,0
"f118",0.0681179785833241,0
"f119",0.00269012561289617,0
"f120",0.0399437677376765,0
"f121",0.000507611683151259,0
"f122",0.0311966116336165,0
"f123",0.0128920311761571,0
"f124",-0.0114152073157449,0
"f125",0.0196676945858846,0
"f126",0.0406407334621863,0
"f127",0.00176922394552103,0
"f128",0.0113418735681734,0
"f129",0.00305523273630664,0
"f130",0.0125067003837671,0
"f131",0.0203612901856618,0
"f132",0.0722981330707684,0
"f133",0.0170638503002585,0
"f134",-0.0246349577310379,0
"f135",0.0337270278054978,0
"f136",-0.0225808833786645,0
"f137",0.0414391890081954,0
"f138",0.00394829927506263,0
"f139",0.000671528610186191,0
"f140",0.0170357791090621,0
"f141",-0.0573455604505316,1
"f142",0.0545249091926242,0
"f143",0.0118219672356834,0
"f144",0.0470699197160051,0
"f145",0.0119202782604819,0
"f146",-0.00293797385636324,0
"f147",0.0269971539459476,0
"f148",0.00611035929971968,0
"f149",0.00583221753083917,0
"f150",0.0169054883039654,0
"f151",0.0201504120738874,0
"f152",0.0381019142527291,0
"f153",0.0395881607064114,0
"f154",0.0319556458475347,0
"f155",0.0100818486085318,0
"f156",0.0253163502231197,0
"f157",0.00278546141348036,0
"f158",0.010498892411139,0
"f159",0.0224585095194883,0
"f160",0.0445757925633617,0
"f161",-0.00294964168752504,0
"f162",0.00741432250199693,0
"f163",0.017348196151332,0
"f164",0.0240051358549793,0
"f165",0.0113659022464951,0
"f166",0.0303813006255704,0
"f167",-0.00119525582921864,0
"f168",0.0251263283105732,0
"f169",-0.00532052052468783,0
"f170",-0.00901351106945813,0
"f171",-0.0136819200462937,0
"f172",0.0489602577632259,0
"f173",0.0233894764833566,0
"f174",0.0123450620821558,0
"f175",0.0476144090784223,0
"f176",-0.00251285096225734,0
"f177",0.00056310579268703,0
"f178",0.0314422499048389,0
"f179",-0.00700923686153001,0
"f180",0.0219286712979283,0
"f181",0.0111318046238723,0
"f182",0.0263219355195826,0
"f183",0.00890383368378966,0
"f184",-0.00589728418217201,0
"f185",0.00414235194355958,0
"f186",-0.0266469111550491,0
"f187",0.0705246508711432,0
"f188",0.0507027176761309,0
"f189",0.0410073927259672,0
"f190",-0.0178317324727722,0
"f191",0.0356261171056969,0
"f192",0.0349012513201355,0
"f193",0.0189139750184335,0
"f194",0.0125819709812449,0
"f195",0.00560618436468702,0
"f196",0.0319434276932336,0
"f197",0.0166529248891828,0
"f198",-0.00267455182393305,0
"f199",0.0172071745167095,0
"f200",0.0373608673453404,0
"f201",-0.0112568799801717,0
"f202",0.00193245334181798,0
"f203",0.00648361295167284,0
"f204",0.040349952485973,0
"f205",0.0294183190445803,0
"f206",0.0134668905309321,0
"f207",0.0103567394444758,0
"f208",0.00986578806242303,0
"f209",0.0140937427783241,0
"f210",-0.00850178290733236,0
"f211",0.0181003059797136,0
"f212",0.0110872191763531,0
"f213",0.0381898793285685,0
"f214",-0.00678556154704192,0
"f215",-0.00260257943489134,0
"f216",0.0221559509630212,0
"f217",0.0266519650782711,0
"f218",0.024577066011743,0
"f219",0.00864724420014587,0
"f220",0.0119180356235026,0
"f221",-0.000280763795783886,0
"f222",0.0182888229071297,0
"f223",0.00906114368940164,0
"f224",0.00753512406935423,0
"f225",-0.00213633606357418,0
"f226",0.0233172714009679,0
"f227",0.0135813339750166,0
"f228",0.0292011786515813,0
"f229",0.0119390667032937,0
"f230",0.0154196418435601,0
"f231",0.0307173704629908,0
"f232",0.00141345161711983,0
"f233",0.0127983438056051,0
"f234",0.0321681143155229,0
"f235",0.0210706376757127,0
"f236",-0.0103915617636442,0
"f237",-0.00930666397102987,0
"f238",-6.43813090325043e-05,0
"f239",0.00506461872704065,0
"f240",0.000419575416420533,0
"f241",8.67230624517486e-05,0
"f242",0.0256373672166014,0
"f243",0.00837168959416174,0
"f244",0.0271118590783065,0
"f245",-0.00515738740974258,0
"f246",0.010038876175077,0
"f247",0.0194167289838775,0
"f248",-0.00993200898181432,0
"f249",0.00772923485793721,0
"f250",-0.00096968206046055,0
"f251",-0.00791102994596828,0
"f252",0.00529297184082713,0
"f253",0.00820562448272983,0
"f254",0.0105100109004718,0
"f255",0.0244465636108327,0
"f256",0.0115053318069091,0
"f257",0.0112362516390694,0
"f258",-0.0170139535111194,0
"f259",0.00273127136915525,0
"f260",0.0144012696352577,0
"f261",0.015069458340752,0
"f262",0.0362663447596285,0
"f263",0.024457395770848,0
"f264",0.0560618821355084,1
"f265",0.0270143715014407,0
"f266",0.0256897062332911,0
"f267",0.0466322675009224,1
"f268",0.0234726631956425,0
"f269",0.0362579587551054,0
"f270",0.0185764287805527,0
"f271",0.0289857235804182,0
"f272",0.0217212215312506,0
"f273",0.030962559974266,0
"f274",0.0402099303185236,0
"f275",0.0151619813125961,0
"f276",-0.0230048025799367,0
"f277",-0.0420314386701364,0
"f278",0.0273461444238524,0
"f279",0.00460418010311851,0
"f280",-0.0199362240573179,0
"f281",0.019182069158338,0
"f282",0.00173934347321305,0
"f283",-0.0109807616879184,0
"f284",0.0212872723081811,0
"f285",-3.75015329726848e-05,0
"f286",0.0194942174876412,0
"f287",0.0391096875625759,1
"f288",0.0101564844371323,0
"f289",0.0339856036550743,1
"f290",0.0117263316813188,0
"f291",0.0196895407888167,0
"f292",0.0191805670771018,0
"f293",0.0228615682478691,0
"f294",0.00254691248916543,0
"f295",0.00875663847016423,0
"f296",0.00143068290018759,0
"f297",0.0235320016286991,0
"f298",0.0258280571794628,0
"f299",-0.0223293921666246,0
"f300",0.00429316121708482,0
"f301",0.0231114513527586,0
"f302",0.0115025387447665,0
"f303",0.023422915675519,0
"f304",-0.0301522972049469,0
"f305",-0.0169356885335564,0
"f306",0.000399475830016452,0
"f307",0.0058938405288807,0
"f308",0.0223191348844893,0
"f309",0.0299845685111465,0
"f310",0.0024545990749252,0
"f311",0.0224502606548375,0
"f312",0.00820193771258269,0
"f313",0.0305268840140977,1
"f314",0.0192190575107968,0
"f315",0.0192338679282005,0
"f316",0.00962438734254005,0
"f317",0.0216419258523194,0
"f318",0.020970741170335,0
"f319",0.0227798732230131,0
"f320",0.00850122211372405,0
"f321",0.00800700133744887,0
"f322",0.0063903358025841,0
"f323",0.00864179439475142,0
"f324",-0.00635500331375552,0
"f325",-0.0253290752451607,0
"f326",0.00213869376588201,0
"f327",0.00401708857979494,0
"f328",-0.00384115558067078,0
"f329",0.00861484074892439,0
"f330",0.00695830877594632,0
"f331",0.000727137075657051,0
"f332",-0.00906894106870402,0
"f333",-0.00724095688821867,0
"f334",0.0172928265672565,0
"f335",1.23601090228855e-05,0
